4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,3
2,2,2,7,2,2,2,3,2,2,2,2,3,2,3,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,3,2,2,2,0,2,2,0,2,2,2,2,1,1,1,1,0,2
8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,8,8
8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,7,8,0,8
8,8,8,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,3,8,8,8,8,8,8,8,8,8,0,8,8,8,8
5,5,5,5,5,5,5,5,1,5,5,1,5,1,5,5,5,5,5
5,5,5,0,5,1,5,0,5,5,5,5,5,5,5,5,5,5,3
5,5,7,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
6,6,6,6,6,6,6,3,6,6,6,6,6,3,6,6,6,6,6
6,0,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6
